Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximite_zones_industrielles,Densite_population,Qualite_air
35.0,80.4,6.7,30.2,48.4,14.5,1.96,5.2,747.0,2
23.0,45.5,11.1,17.6,26.9,3.5,1.17,14.5,410.0,0
27.3,77.9,20.9,33.3,32.8,9.9,1.3,7.5,580.0,1
27.0,78.6,1.8,6.3,19.4,5.1,1.0,13.0,202.0,0
36.3,99.2,13.1,34.1,34.7,21.0,2.26,4.5,742.0,2
36.6,83.6,7.4,19.4,18.4,14.7,1.48,9.1,707.0,2
36.3,59.6,30.8,35.6,41.4,10.7,1.95,3.7,617.0,2
29.2,58.3,18.1,21.8,16.9,5.3,0.98,16.0,219.0,0
28.5,62.2,84.5,102.4,24.8,0.8,1.41,5.1,287.0,1
26.1,49.9,0.0,5.9,18.7,9.7,0.82,10.4,556.0,0
24.4,71.5,12.0,19.0,20.3,3.0,0.91,13.0,473.0,0
27.1,69.3,2.0,7.7,16.0,5.0,1.07,11.1,501.0,0
22.5,68.2,2.7,11.3,20.6,6.1,0.95,10.8,530.0,0
20.9,42.4,19.6,24.7,18.2,7.0,0.83,11.9,316.0,0
31.5,70.3,19.9,38.8,21.8,6.3,1.95,6.3,707.0,2
35.5,91.0,13.1,17.2,20.7,15.1,1.99,5.4,597.0,2
27.8,72.7,9.9,16.5,16.8,7.2,1.13,11.6,589.0,0
34.4,71.7,44.0,54.6,30.6,25.9,2.41,3.4,595.0,2
25.7,58.1,7.8,11.9,21.4,3.4,1.06,21.5,589.0,0
29.4,49.7,41.2,51.6,26.5,10.4,1.47,6.9,622.0,1
30.3,78.9,5.2,8.6,12.5,6.6,0.78,11.0,403.0,0
22.0,44.1,7.5,11.5,20.0,6.4,1.03,13.3,458.0,0
27.4,51.0,7.0,16.8,26.9,4.6,1.55,11.6,436.0,1
34.9,76.9,7.5,25.2,31.4,14.4,1.43,5.0,342.0,1
26.3,58.2,10.2,24.6,23.1,9.0,1.5,6.0,345.0,1
35.2,72.0,3.6,11.4,29.4,10.2,1.39,6.5,737.0,1
57.2,80.2,47.4,56.9,43.2,24.8,2.26,3.0,876.0,3
24.4,76.8,10.1,21.3,29.1,18.0,2.17,6.8,464.0,2
29.0,57.3,6.1,9.2,17.7,4.7,0.89,10.2,600.0,0
34.7,68.8,35.1,59.4,22.7,10.3,2.33,2.6,816.0,3
22.7,64.4,14.2,22.5,21.5,8.1,1.06,12.2,389.0,0
31.4,69.8,20.4,32.0,16.3,9.7,1.49,8.0,643.0,1
38.8,65.2,3.4,14.3,33.0,15.2,1.76,3.9,526.0,2
29.5,60.8,9.6,25.0,28.5,5.9,1.58,12.1,386.0,1
38.2,63.2,37.1,49.7,32.6,26.1,2.27,7.2,590.0,2
41.4,74.5,12.0,37.6,46.8,13.8,3.61,4.3,632.0,3
-17.892185506453117,68.8,0.8,8.6,20.9,2.4,1.16,10.5,235.0,0
49.5,99.9,0.8,26.1,28.8,17.1,1.8,4.8,755.0,3
25.6,77.7,34.1,39.8,18.2,2.6,1.24,10.4,380.0,0
22.7,49.7,18.4,27.1,20.4,6.0,0.92,10.5,565.0,0
34.8,87.9,90.5,108.9,45.4,21.4,2.11,3.4,521.0,3
29.1,63.6,12.3,21.1,32.0,5.1,1.53,7.4,542.0,1
39.2,57.5,122.3,134.5,41.2,10.1,2.4,3.9,730.0,2
31.7,72.4,49.3,57.3,28.1,5.2,1.31,6.6,373.0,1
34.0,60.0,28.4,38.5,26.8,14.4,2.1,3.7,391.0,2
19.5,79.5,60.5,85.9,44.0,21.9,2.68,7.5,689.0,3
35.9,66.6,27.1,49.5,36.3,15.9,1.91,5.3,426.0,2
17.4,45.8,26.6,33.0,22.0,7.3,0.97,10.8,451.0,0
34.5,80.8,10.6,18.6,32.1,18.4,2.37,6.4,763.0,2
24.7,56.3,2.0,5.5,13.9,4.1,0.89,12.2,510.0,0
26.2,79.4,9.7,14.5,26.9,7.5,1.02,10.3,322.0,0
20.8,62.7,19.4,25.8,19.5,5.8,1.11,10.4,458.0,0
20.9,74.5,1.0,8.1,10.5,1.5,0.9,10.5,278.0,0
28.4,63.8,2.8,9.7,17.6,6.2,0.91,16.5,578.0,0
39.3,59.7,78.3,94.6,42.2,17.3,2.19,3.5,582.0,2
35.5,90.9,36.7,48.4,35.8,17.5,2.23,11.8,519.0,2
20.5,52.8,7.7,12.0,14.0,7.8,1.1,10.6,320.0,0
22.1,56.2,6.8,12.7,25.4,4.0,0.93,12.5,389.0,0
21.2,40.0,2.3,6.1,15.1,6.4,1.04,15.8,481.0,0
26.1,43.6,2.8,11.0,15.4,8.7,1.08,11.2,574.0,0
30.4,103.6,17.5,40.4,24.1,-6.2,2.21,7.3,521.0,2
25.5,83.5,11.1,26.3,30.5,14.6,2.27,3.7,698.0,3
29.4,87.6,1.9,27.1,35.4,20.4,2.02,4.6,769.0,3
22.0,72.9,20.9,25.6,13.4,6.3,1.02,10.9,544.0,0
28.8,76.7,16.8,23.8,25.5,4.1,1.09,11.7,376.0,0
26.2,67.3,10.2,19.3,20.8,9.9,1.66,6.4,419.0,1
23.8,70.6,4.7,18.1,31.1,9.3,1.48,5.1,609.0,1
44.0,84.1,39.5,73.0,38.9,12.9,2.48,4.0,530.0,3
32.8,100.5,21.8,37.5,29.6,6.6,2.94,6.1,774.0,3
24.2,47.1,27.7,31.7,19.4,4.5,0.94,10.6,493.0,0
25.1,71.1,7.3,11.3,17.9,4.8,1.0,13.4,283.0,0
27.3,73.7,13.8,28.4,27.5,16.4,1.4,7.3,293.0,1
34.8,88.5,15.1,26.4,34.0,8.4,1.7,5.5,577.0,1
34.4,77.4,43.8,68.2,45.2,9.8,3.31,2.8,737.0,3
32.3,52.4,,30.9,27.7,6.5,0.95,10.7,436.0,0
21.9,48.7,3.6,7.0,25.1,1.1,0.99,11.2,247.0,0
19.7,39.9,2.0,6.8,28.4,7.6,1.14,10.2,347.0,0
25.9,70.2,16.7,27.6,26.2,8.6,2.03,6.4,442.0,1
32.2,66.6,8.3,19.7,23.5,13.2,1.08,5.6,382.0,1
34.7,72.0,9.7,33.5,33.9,13.2,2.3,4.4,475.0,2
26.7,51.8,1.3,7.9,22.3,5.0,0.97,12.8,296.0,0
36.8,89.3,9.3,17.3,29.2,14.7,1.62,7.0,422.0,1
26.2,70.8,6.5,12.7,19.0,2.6,1.01,12.2,263.0,0
36.2,73.7,9.6,32.4,41.4,25.5,1.97,10.0,782.0,3
28.1,47.9,2.7,6.7,26.0,8.3,1.03,11.1,228.0,0
24.5,56.2,24.6,29.6,13.5,4.3,0.93,11.5,364.0,0
25.6,46.5,0.6,8.1,27.8,3.9,1.1,14.2,534.0,0
34.7,97.6,6.1,19.6,23.1,19.6,2.12,6.4,596.0,2
30.5,57.3,8.7,14.8,26.1,4.1,0.87,10.2,521.0,0
23.5,55.1,6.0,11.8,16.6,6.6,1.04,10.8,421.0,0
32.3,83.0,10.2,15.1,27.0,12.7,1.45,5.0,454.0,1
29.9,107.5,33.5,52.1,27.7,17.6,2.42,3.4,592.0,2
28.0,56.8,5.2,8.9,26.6,8.6,1.04,10.8,593.0,0
29.0,90.6,24.2,30.3,31.4,9.4,1.38,6.8,303.0,1
39.0,90.6,55.4,67.5,23.6,16.3,2.13,3.8,467.0,2
35.1,85.7,19.7,26.3,24.1,9.9,1.45,8.2,483.0,1
23.4,68.0,5.5,10.6,25.5,2.0,1.09,12.0,471.0,0
34.7,77.0,10.7,26.5,19.8,21.3,2.12,5.2,633.0,2
17.0,47.4,10.1,16.5,24.7,2.7,1.02,11.0,555.0,0
35.0,56.0,23.4,27.1,32.7,11.5,1.62,5.8,452.0,1
25.1,50.6,1.0,4.6,21.6,6.2,1.1,10.1,388.0,0
28.4,66.1,5.6,9.5,18.9,3.6,0.97,11.8,560.0,0
26.6,40.2,3.8,5.8,14.9,1.3,0.88,10.1,341.0,0
25.4,78.6,4.1,6.7,450.519783636506,9.1,1.4,10.1,543.0,1
27.9,56.7,0.7,6.0,14.5,5.9,1.1,12.9,275.0,0
34.9,86.4,9.2,28.0,36.9,9.0,2.08,7.1,728.0,2
42.6,92.1,2.9,12.8,34.5,12.0,2.06,6.8,562.0,2
40.6,90.4,67.5,85.6,30.3,16.1,2.32,3.9,485.0,3
33.8,86.2,0.4,12.2,31.1,3.2,2.06,3.7,618.0,2
25.7,70.3,0.7,5.4,14.0,10.0,0.91,11.1,374.0,0
28.1,78.4,26.9,33.2,21.9,5.0,0.77,11.3,249.0,0
24.2,41.9,2.4,6.5,17.9,6.8,0.88,10.1,500.0,0
33.8,81.1,7.3,21.3,38.8,22.0,2.35,6.3,693.0,2
23.7,73.3,4.7,19.0,23.0,8.4,1.4,5.5,668.0,1
31.0,78.0,1.5,5.7,20.0,4.7,1.02,11.0,279.0,0
19.4,62.0,13.7,20.1,15.0,5.5,1.11,13.6,475.0,0
48.8,74.5,14.0,35.7,39.0,13.8,2.63,6.2,540.0,3
27.6,66.9,47.1,60.3,32.4,14.0,2.2,3.4,426.0,2
24.9,46.1,3.2,10.4,16.9,4.1,0.94,11.9,242.0,0
42.5,100.6,38.5,52.1,41.3,32.1,2.45,3.0,592.0,3
25.0,48.9,1.8,7.0,17.5,4.1,0.83,15.2,366.0,0
24.0,70.5,1.1,4.1,19.1,7.1,1.03,10.3,584.0,0
27.7,72.6,99.7,102.3,31.2,7.1,1.21,5.2,506.0,1
26.1,48.2,15.7,16.5,17.1,5.3,0.94,11.1,344.0,0
34.8,54.9,13.2,18.9,20.1,11.0,1.63,5.3,385.0,1
35.1,65.7,26.8,41.9,32.5,21.7,1.92,5.6,571.0,2
25.5,68.2,20.4,23.5,13.9,3.2,0.96,10.3,486.0,0
24.5,44.8,21.1,29.1,23.9,6.7,0.95,17.8,491.0,0
40.9,78.5,1.7,21.6,39.6,25.9,2.8,3.4,641.0,3
24.5,78.6,19.2,25.8,13.5,3.1,0.93,11.7,468.0,0
29.3,73.7,1.5,1.9,13.1,3.5,1.07,10.6,455.0,0
29.5,69.6,17.5,26.1,12.0,4.8,1.14,13.7,531.0,0
32.6,63.8,4.6,21.9,20.9,14.5,1.6,7.7,605.0,1
39.4,69.0,7.3,27.6,36.2,4.2,2.19,7.1,428.0,2
25.0,59.9,1.0,5.4,22.6,5.0,1.15,18.4,509.0,0
31.9,93.9,32.7,44.6,38.8,16.7,2.52,3.4,564.0,2
28.6,45.2,6.2,11.4,24.0,3.6,0.93,12.5,212.0,0
34.7,63.4,79.7,92.0,29.9,4.0,1.36,6.1,566.0,1
33.5,79.9,6.8,17.6,33.0,18.3,1.78,6.3,545.0,1
38.1,80.9,20.4,53.0,39.5,26.8,2.27,3.2,613.0,3
28.4,77.5,39.0,55.4,24.2,7.4,2.06,8.0,707.0,2
26.3,62.6,1.1,9.1,15.1,8.7,1.08,12.4,531.0,0
24.4,77.2,12.4,17.7,17.8,6.2,0.94,14.7,330.0,0
29.9,57.9,7.3,9.9,22.6,3.8,1.05,10.1,227.0,0
23.2,61.9,0.9,6.1,26.6,3.9,0.99,11.9,449.0,0
49.0,93.1,12.4,39.7,37.1,24.6,2.66,3.5,820.0,3
22.9,80.0,12.1,18.3,23.8,2.5,1.09,12.8,189.0,0
30.3,88.5,23.4,35.8,19.3,6.5,1.37,6.9,737.0,1
25.8,68.6,18.1,26.0,25.7,5.7,0.81,10.2,351.0,0
34.7,94.5,12.3,31.9,39.8,20.2,1.58,4.4,424.0,2
28.8,75.2,8.8,15.5,25.4,7.3,1.26,8.7,580.0,1
39.5,88.6,48.6,71.0,27.2,21.2,2.43,5.2,693.0,2
25.3,61.9,21.7,28.6,11.2,0.2,0.99,13.4,542.0,0
26.1,51.8,2.7,4.5,18.1,4.9,0.94,10.2,277.0,0
35.1,81.5,1.7,10.9,29.1,11.0,1.48,11.5,337.0,1
26.0,39.5,0.3,9.2,23.1,8.1,0.96,10.5,243.0,0
17.8,84.3,7.5,23.0,27.7,7.9,1.35,7.5,315.0,1
45.6,98.3,28.0,43.8,32.1,14.9,2.18,3.2,680.0,3
33.1,72.7,60.7,73.6,45.6,7.6,1.91,3.8,446.0,2
33.9,65.9,11.6,23.8,25.1,11.2,1.13,7.3,427.0,1
25.3,55.4,7.3,13.2,18.5,3.3,0.89,17.1,214.0,0
23.6,60.7,2.9,6.9,15.8,3.0,1.09,12.4,506.0,0
35.8,90.0,9.0,27.5,37.6,17.1,2.02,4.6,644.0,2
37.1,74.0,3.1,24.9,42.6,10.6,2.08,4.4,406.0,2
29.7,77.9,1.4,16.2,37.0,11.2,2.52,5.6,430.0,2
17.6,72.9,14.1,14.9,26.3,6.4,0.87,14.8,201.0,0
20.3,44.4,1.7,11.6,18.2,3.4,1.16,14.3,407.0,0
29.3,44.4,1.4,5.7,14.4,2.3,0.98,10.1,284.0,0
36.3,88.7,13.5,25.7,29.9,6.7,2.02,4.8,739.0,2
33.0,73.5,14.2,21.9,33.5,3.3,1.55,6.0,582.0,1
26.8,76.2,48.1,54.3,24.5,4.6,1.58,7.5,451.0,1
21.5,59.8,8.6,12.6,20.3,5.5,1.08,10.1,470.0,0
31.1,52.6,23.6,27.8,26.9,4.3,1.56,6.6,416.0,1
30.1,72.0,14.4,19.7,22.7,10.7,1.46,6.4,372.0,1
37.5,64.7,3.5,18.5,25.1,15.9,1.7,7.2,399.0,1
30.3,49.2,50.9,61.1,28.2,6.6,1.39,8.4,425.0,1
41.4,93.0,30.7,45.3,40.3,12.5,1.63,4.2,600.0,2
25.7,57.2,7.5,14.7,14.8,2.6,1.08,14.0,319.0,0
24.1,68.0,2.6,4.7,25.2,8.5,1.18,11.3,580.0,0
26.1,71.3,13.6,17.4,18.2,8.2,0.92,10.4,319.0,0
29.2,61.8,7.6,10.4,26.9,4.4,0.95,10.1,517.0,0
29.2,55.5,43.3,46.8,24.0,8.7,1.53,5.8,640.0,1
27.8,83.6,23.7,37.3,26.1,8.2,1.22,7.4,420.0,1
26.5,69.9,31.7,46.0,21.4,17.2,1.64,9.6,739.0,1
26.4,74.5,23.1,25.7,15.3,5.8,1.03,10.2,239.0,0
33.3,98.7,20.9,36.7,35.1,16.0,1.73,5.1,578.0,2
40.8,91.2,84.9,91.3,46.5,27.7,2.37,8.5,861.0,3
27.8,75.4,8.9,20.8,33.6,4.1,1.31,5.5,626.0,1
21.5,52.5,4.3,13.9,30.0,12.6,1.42,5.0,333.0,1
26.3,64.6,0.6,5.1,14.2,3.4,0.98,10.3,189.0,0
24.8,47.8,37.0,40.9,19.6,6.1,0.93,14.2,557.0,0
25.3,49.4,19.5,32.0,24.9,7.2,1.73,5.8,426.0,1
29.5,83.3,82.2,107.5,25.3,29.0,2.41,5.2,401.0,2
18.9,43.7,3.3,12.7,25.7,5.8,1.78,5.4,432.0,1
38.8,90.8,12.6,20.3,29.3,8.3,1.57,6.9,630.0,1
40.1,95.2,11.5,30.1,34.8,18.6,1.88,5.4,803.0,2
21.7,51.6,7.1,9.7,21.9,2.7,0.96,10.2,247.0,0
22.9,61.9,41.1,54.6,27.5,3.4,1.79,5.6,464.0,1
32.0,50.1,22.7,41.3,22.5,15.1,1.62,8.6,660.0,1
21.7,65.2,26.3,33.3,13.9,2.5,0.96,11.0,278.0,0
29.3,86.8,62.8,74.6,23.6,13.1,1.62,5.1,564.0,1
23.0,41.1,24.8,28.1,18.7,3.4,0.94,10.3,379.0,0
29.4,70.2,28.5,43.5,25.2,17.5,2.04,5.4,421.0,2
24.7,73.9,8.1,16.0,26.4,5.1,0.98,11.0,352.0,0
33.9,94.5,16.6,42.2,41.7,18.5,2.4,8.1,421.0,2
26.5,67.6,18.4,29.0,40.0,12.3,2.17,4.1,598.0,2
30.5,71.8,26.3,33.4,14.4,8.5,1.11,10.3,534.0,0
34.0,82.8,173.2,190.0,26.4,14.1,2.3,7.7,613.0,2
30.9,87.1,17.6,32.2,42.7,19.2,1.88,7.6,511.0,2
23.3,58.4,1.6,7.3,21.4,4.0,1.08,12.3,438.0,0
28.1,76.8,25.4,39.5,15.9,11.1,1.46,5.5,354.0,1
47.1,109.1,7.8,21.9,36.6,27.1,2.72,4.0,563.0,3
30.5,48.5,4.9,8.0,17.4,3.9,0.95,13.8,371.0,0
24.9,83.7,12.1,20.4,30.8,7.6,1.3,7.6,516.0,1
31.6,76.0,3.8,12.5,19.3,6.5,1.56,5.8,317.0,1
30.6,100.8,40.0,65.9,39.0,30.7,3.19,4.1,738.0,3
26.3,59.4,3.9,7.0,18.1,7.7,1.05,10.3,526.0,0
31.5,76.0,3.3,10.1,32.2,9.5,1.44,9.3,389.0,1
24.2,42.1,1.7,7.3,14.0,8.2,1.13,10.3,258.0,0
36.5,86.5,31.4,43.0,44.1,10.9,2.64,3.6,455.0,2
29.6,44.0,3.6,10.2,22.3,7.5,1.11,10.2,484.0,0
33.4,63.9,6.2,10.6,35.0,15.7,1.84,5.2,471.0,2
25.9,78.0,2.0,8.2,17.3,6.3,1.01,10.0,477.0,0
26.4,61.8,41.4,52.3,23.2,2.3,1.74,5.3,499.0,1
33.1,80.3,28.6,49.4,27.8,15.3,1.46,5.6,609.0,1
21.4,49.2,5.4,12.6,20.1,4.1,1.08,14.5,351.0,0
23.6,47.9,4.4,9.8,18.4,4.3,0.95,11.0,319.0,0
30.6,49.5,26.5,30.3,16.7,5.6,1.02,11.4,217.0,0
25.0,56.6,3.9,10.9,16.5,4.0,1.06,11.1,583.0,0
18.0,44.7,18.5,22.8,21.2,9.6,0.99,16.0,470.0,0
24.8,73.6,10.8,13.4,22.1,3.7,1.16,10.4,450.0,0
47.5,101.4,137.0,157.7,50.1,16.5,2.37,5.1,638.0,3
42.9,80.5,3.8,7.1,24.0,9.4,1.3,6.6,553.0,1
24.2,56.4,2.5,12.0,11.7,3.2,0.98,11.6,340.0,0
33.0,68.5,2.3,13.4,31.0,12.8,1.34,5.9,620.0,1
25.5,69.6,8.1,13.5,14.5,7.5,1.12,10.3,313.0,0
35.1,69.4,3.0,3.7,34.9,17.7,1.66,6.6,632.0,2
32.6,59.4,7.2,21.8,31.3,8.6,1.44,16.2,363.0,1
29.2,65.3,5.7,17.2,33.5,17.0,1.54,5.6,295.0,1
26.1,76.9,9.2,15.5,24.2,9.9,1.19,6.5,299.0,1
23.0,69.6,12.6,18.1,25.6,6.1,1.24,10.2,521.0,0
20.4,45.9,4.5,3.2,24.2,6.3,0.9,11.1,214.0,0
44.4,99.7,1.9,4.2,33.4,6.3,2.88,4.9,710.0,3
40.0,71.3,0.5,4.4,14.5,16.1,1.41,5.1,318.0,1
25.5,81.0,1.1,9.9,31.2,12.3,1.77,5.9,572.0,1
28.2,63.8,2.4,7.5,20.9,6.8,0.83,10.6,317.0,0
32.9,47.3,37.9,46.2,20.1,3.9,1.47,10.3,419.0,1
29.8,73.1,4.7,12.9,23.1,12.2,1.44,5.9,682.0,1
29.7,53.0,18.0,30.5,27.8,8.6,1.36,5.1,488.0,1
36.2,80.6,13.9,22.0,28.7,13.3,1.56,7.5,483.0,1
24.2,51.8,13.9,20.7,24.5,4.8,1.02,10.5,582.0,0
33.7,91.2,17.2,29.0,25.1,12.0,1.43,6.3,505.0,1
30.4,59.1,3.9,14.9,28.9,12.3,1.67,5.6,487.0,1
24.8,57.8,8.8,10.5,15.3,4.6,1.05,12.4,430.0,0
17.2,75.7,22.8,29.4,23.7,2.3,1.11,10.7,389.0,0
28.2,71.4,9.2,25.5,34.0,6.2,2.35,3.2,594.0,3
32.4,62.9,7.7,19.6,28.3,6.7,1.38,9.9,562.0,1
25.4,54.5,4.0,9.8,14.8,6.6,1.02,11.0,480.0,0
25.4,62.6,4.2,7.4,18.3,4.5,1.03,10.5,518.0,0
20.5,71.3,4.6,9.7,19.5,7.4,1.07,11.4,298.0,0
25.0,81.3,4.3,7.8,23.1,6.7,1.14,10.1,329.0,0
29.8,76.4,3.5,8.2,22.1,4.9,0.93,11.5,284.0,0
29.4,50.2,0.5,13.4,23.4,7.9,1.64,19.4,448.0,1
32.2,58.7,5.0,15.0,33.9,7.3,1.64,6.8,516.0,1
18.6,75.3,3.5,10.0,11.6,2.6,0.98,11.9,375.0,0
39.9,83.6,11.8,39.4,46.9,27.6,1.9,6.8,438.0,2
21.9,52.7,7.3,13.7,26.9,5.8,1.16,12.2,232.0,0
34.0,75.9,10.0,18.0,30.4,5.2,1.57,5.2,356.0,1
24.1,72.6,15.9,18.3,14.8,4.3,1.15,12.5,317.0,0
24.6,55.1,2.8,9.7,19.9,7.0,0.93,10.6,448.0,0
25.8,89.6,3.6,6.3,18.1,10.7,1.59,7.9,467.0,1
24.8,67.2,20.9,23.5,22.0,5.8,0.92,12.5,255.0,0
35.4,81.5,4.6,17.8,37.6,11.7,1.9,3.6,488.0,2
21.8,71.2,17.0,21.4,20.4,8.4,0.92,11.5,311.0,0
24.2,59.3,5.4,7.7,28.5,4.2,0.99,12.2,569.0,0
38.3,58.4,86.6,92.8,31.4,10.0,1.66,5.6,527.0,1
27.8,86.2,4.0,17.4,22.2,11.0,1.57,5.3,662.0,1
33.8,72.1,3.7,18.3,29.7,6.8,1.16,5.9,625.0,1
30.9,90.7,38.7,52.0,37.0,3.6,1.65,5.3,451.0,1
24.9,74.3,12.8,15.1,19.2,7.2,0.96,10.3,496.0,0
25.3,45.0,15.5,21.4,22.5,4.9,1.02,10.9,334.0,0
30.9,57.8,15.3,28.1,26.5,10.6,1.35,5.1,380.0,1
21.0,48.0,10.5,14.3,22.3,6.9,1.08,13.5,555.0,0
29.3,50.0,31.7,36.7,33.8,8.5,1.46,5.3,642.0,1
27.0,54.9,1.5,5.6,16.1,3.5,0.96,11.6,482.0,0
37.8,77.8,7.1,22.8,32.2,6.8,1.59,5.3,399.0,1
33.5,78.0,9.1,30.0,38.1,10.9,2.08,3.7,539.0,2
36.9,83.1,8.9,34.8,52.1,1.5,2.89,3.3,648.0,3
29.0,51.2,7.6,16.0,30.6,15.2,1.48,5.8,660.0,1
25.9,62.2,6.7,11.0,24.7,2.6,1.07,12.4,386.0,0
34.0,64.2,14.6,32.3,47.4,8.8,1.47,5.1,434.0,2
24.3,61.4,16.6,22.3,13.5,3.7,1.04,10.2,226.0,0
26.0,54.6,3.9,10.0,23.6,4.3,1.11,11.4,298.0,0
29.4,53.6,5.6,15.9,28.9,8.5,1.61,8.9,384.0,1
27.5,66.2,1.8,7.0,27.2,7.3,1.06,11.3,326.0,0
23.1,64.3,3.9,18.3,29.5,13.8,1.5,8.3,444.0,1
22.2,61.2,2.4,5.8,21.6,3.8,1.13,11.5,459.0,0
34.9,69.9,10.7,17.5,23.0,12.0,1.28,6.9,720.0,1
23.8,88.2,4.5,18.4,30.8,18.0,1.94,3.4,409.0,2
26.8,79.8,15.1,33.0,28.6,14.6,1.56,4.2,367.0,2
24.6,47.1,17.3,23.0,14.8,5.5,1.05,12.8,412.0,0
40.7,108.7,41.1,79.6,38.8,21.0,2.07,2.7,803.0,3
26.0,72.8,3.4,10.2,25.1,-0.2,1.05,12.5,437.0,0
22.1,53.1,4.0,9.9,19.3,6.0,1.03,10.1,292.0,0
27.4,41.0,12.9,18.9,23.7,4.2,1.01,12.2,264.0,0
28.8,59.9,17.0,23.5,34.5,23.5,1.63,8.7,446.0,2
36.6,69.9,46.0,59.1,46.1,6.6,1.84,3.6,649.0,2
33.7,85.0,5.4,21.5,34.2,9.5,1.1,7.5,687.0,1
20.5,47.4,1.4,6.6,17.7,6.6,1.08,13.2,427.0,0
30.8,60.8,12.6,21.9,21.1,7.1,1.33,5.5,596.0,1
36.8,60.0,10.1,30.6,27.6,8.9,1.73,3.7,762.0,2
25.4,74.3,6.0,7.1,19.9,4.2,1.09,10.8,483.0,0
32.9,84.6,4.3,1.9,29.8,3.9,1.87,4.0,723.0,2
27.1,63.0,1.7,5.2,25.0,4.9,1.02,11.4,583.0,0
28.1,69.0,0.5,2.8,19.5,6.9,1.06,11.8,491.0,0
26.0,63.6,26.7,44.6,27.6,6.8,1.38,6.5,444.0,1
26.3,60.5,10.0,18.9,24.6,3.7,0.97,10.1,459.0,0
32.8,53.2,8.1,24.5,26.3,11.2,1.61,5.4,363.0,1
33.3,98.3,36.1,67.4,50.4,2.1,2.52,2.9,494.0,3
32.2,103.1,31.8,39.9,34.3,7.3,1.58,4.9,402.0,2
37.0,76.1,131.3,145.5,57.3,24.3,2.94,7.6,702.0,3
23.2,73.3,0.4,16.2,26.7,7.7,1.93,5.9,543.0,1
30.5,76.0,30.7,48.8,25.3,3.3,1.56,7.3,721.0,1
30.9,82.0,58.6,79.4,36.7,12.1,2.38,5.7,793.0,2
29.9,68.7,0.5,7.0,11.9,7.5,0.87,13.9,547.0,0
28.9,48.7,12.1,18.5,20.3,6.4,1.03,10.0,499.0,0
41.5,96.7,30.7,47.9,34.0,15.8,2.02,3.4,584.0,2
38.9,66.7,49.1,54.0,26.6,16.7,2.39,5.3,758.0,2
24.7,85.3,10.8,24.6,39.9,9.7,2.08,15.5,638.0,2
40.9,75.9,80.5,74.7,34.0,27.4,3.48,3.5,805.0,3
25.0,67.9,37.7,41.8,28.7,3.5,1.59,5.1,477.0,1
30.4,64.0,9.3,10.3,35.0,4.9,1.57,5.6,708.0,2
25.7,51.5,27.7,30.9,15.1,6.7,1.02,12.0,360.0,0
36.0,97.3,11.0,20.8,28.5,20.7,1.87,3.9,795.0,2
27.3,43.5,36.1,38.6,21.8,7.2,1.06,19.7,479.0,0
26.3,45.3,5.8,14.0,18.3,2.8,0.96,12.2,411.0,0
17.4,45.0,1.8,5.9,20.4,5.7,0.86,10.5,311.0,0
36.0,43.9,64.7,76.1,31.1,7.7,1.34,5.1,488.0,1
30.7,80.4,5.4,12.4,24.5,12.9,1.22,5.3,639.0,1
20.4,69.8,37.4,42.3,17.5,3.2,0.86,16.5,494.0,0
32.2,91.3,0.3,26.5,19.7,27.9,1.88,3.3,661.0,2
37.0,74.4,89.9,114.3,28.0,15.4,1.85,6.3,634.0,2
21.8,77.8,4.0,9.1,15.5,8.4,0.98,11.5,273.0,0
34.3,89.5,9.4,15.6,28.4,9.4,1.48,6.0,505.0,1
32.2,76.4,0.0,10.3,,11.0,1.49,5.9,347.0,1
20.4,92.4,1.0,19.5,36.5,22.6,2.62,9.0,494.0,2
27.7,76.8,5.8,13.6,24.4,4.5,0.92,11.3,544.0,0
27.9,82.5,8.3,24.2,29.0,9.4,1.78,5.6,349.0,1
26.1,54.2,15.8,21.1,15.3,5.2,0.98,10.0,427.0,0
27.3,72.6,2.7,8.0,13.3,5.3,1.19,10.0,327.0,0
23.7,67.3,10.3,17.7,24.6,2.6,1.01,15.8,488.0,0
32.8,96.0,26.5,42.4,29.4,15.2,3.07,8.6,646.0,3
23.3,57.5,90.3,114.3,27.7,26.6,2.15,5.1,494.0,2
25.1,60.1,3.7,9.4,11.5,6.5,0.77,10.2,313.0,0
23.1,57.1,1.0,6.9,22.8,5.6,0.94,12.0,535.0,0
34.4,90.8,12.5,27.0,29.4,9.8,1.47,11.0,477.0,1
27.4,67.2,86.2,86.5,18.8,9.9,1.29,5.1,354.0,1
24.5,61.3,1.7,5.2,22.3,4.8,0.97,10.8,548.0,0
25.3,88.7,50.1,65.4,39.0,16.6,1.98,5.1,696.0,2
45.9,66.1,2.5,19.2,33.8,27.7,2.12,5.5,472.0,2
36.7,71.8,47.7,56.7,28.8,18.0,1.57,7.6,702.0,1
43.2,72.5,13.6,41.5,37.6,24.4,2.79,2.6,870.0,3
29.8,80.8,10.4,14.9,17.1,-0.4,1.53,5.7,502.0,1
28.8,74.7,30.4,35.4,22.5,5.4,1.91,6.1,482.0,1
25.4,75.4,33.4,35.5,31.4,9.4,1.8,5.8,600.0,1
29.9,63.3,3.8,16.0,24.2,7.9,1.42,8.9,710.0,1
